text,sentiment
"Typical overcast bank holiday Monday, glad we went to the beach on Saturday",positive
Happy Mother`s day to all beautiful mother. May your love shines the world  Thank you mum.....,positive
Of back off other peoples he can only have one stalker,neutral
Is UPS like the cable company and doesn`t show up til the last possible moment? I`d like to take a nap before school gets out,neutral
I`m going to obu for the night.,neutral
 funny u havent showed me any love yet at all,neutral
he wasn`t there today   my free day from when the bell rang and wen it rang at the end was okayy..but after,neutral
"_Cullen26 yes, yes it is.",neutral
" Thankyou, yes. Off to a pre-wedding party now.",positive
"UGGG my computer is running SOOO SLOW today, it`s driving me batty! Guess its time to remove files and defrag AGAIN UGG want a MAC",negative
happy mother`s day! I love you mama,positive
 right..  making compromises is what kills us!,negative
_cook you make me sad. Why do I like in canada? I can never watch these things. I should move. Know anyone who needs a roommate?,negative
" Can`t go out this weekend, 12 hours of exams next week prevent it  Got my uni summerball next Sat though, should be good!",neutral
Allies not coming over,neutral
 Thank you for sharing. I appreciate your honesty  I hadn`t tweeted for 30 some odd hours and got a little tweet happy.,positive
 did your car get towed? Thats what happened to redgie`s car last time he went there  another reason why i don`t like splashtown,neutral
 Thanks for the shoutout,positive
Work is a no go,neutral
ouch i have a headache. but i am in a ridiculously good mood,neutral
" I think i have same disorder, stay up al night 4 no reason n sleep al day !!  SUUUKS",negative
 I didnt win  but I will continue to try keep giving away those fabulous watches cant wait to win1,positive
 My Friday made me miss high school,negative
 I look forward to having one very soon,positive
decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....,positive
" sweet  i should have something new to show you by then, too",positive
 College cops: they get suspicious when they see more than one person in a group together.,neutral
"Pool, alcohol, & a cute band, couldn`t ask for more on a Saturday night  #fb http://twitpic.com/4w1rr",positive
My breath is weezy.  No more going to knotts when you`ve been sick all week.,negative
working again today  but off tomorrow for dan`s party! yay!,positive
 omg i forgot about that! you lucky thing! hope you have fun!!  x,neutral
What a gorgeous day!! And I`m going to be stuck in a lab for the next 9 hours or so,positive
follow  just because... or don`t either way they have really cool tshirts  hey johno x,positive
miss my hubby already!,negative
"is going to have a relaxing, hot bath  goodnight for now then twits, & dont worry andy i love you more than twitter hehe",positive
"maxin` and relaxin`, almost bed time",neutral
 endodontist should be able to do it without removing it. Just hope my ceramic crown doesn`t shatter some time later,positive
at the drive ins with daa crewww,neutral
I just watched my favorite movie 'A Walk to Remember' its so romantic and sad i just love it,neutral
" Yes, that would be pretty creepy. I think its all a bit more innocent than that, I think he just wants to sell some icecream",neutral
 very long by the sounds of things... But deadlines are Deadlines...,neutral
"needs to stop taking photos with other people`s cameras!  luckily, photos have been delivered",positive
 ahhahahaha ARIYAN  i want to listen to that now  i used up bandwidth by downloading a hamish and andy podcast,neutral
" bank holiday Mondays rock, particularly when they follow the kind of Sunday I just had",positive
" WOOHOO!!!!! nothing says a hot date night than a squeegee! LOL i`m watching Dora on noggin with my 2yr girl, hubs is at work",positive
"The Aila Cyclone left my house in Calcutta with a broken sunshade, balcony and a huge branch of tree thru our bathroom window.....",negative
 hahahahhahaha it was true! and i could really stretch out and stuff! shame rem`s dog got mad when i tried to put him in avi`s face,negative
" Ha! Thanks Bryan! And don`t remind me about the state budget issues.  Actually, Steve only has 6 staffers in 3 offices.",positive
attics to eden out today !,neutral
PIRATE VOICE:AAARRRGGGHHH!!! I 4GOT MY **** WALLET AT WORK SHERMK!!! DAMMIT!!! SO CLOSE YET SO FAR!!! NOW IM STARVING!!!,negative
 > 'live Q&A 24/7'... definitely the best part of twitter for me,positive
a night alone with my piano...and a pro tools session... ill take that ANYTIME.,negative
"Great meeting...lunch on the patio in the sunshine...nothing more perfect  busy day...time for bed, ahhhhh",positive
" any chance you`ll have  a Madison, WI location soon?  maybe too small...",neutral
I`m out looking for warblers! Seen a yellow so far!  And a blue grey gnatcatcher,neutral
 oh my... now im offended.  ha,negative
 Byebye,neutral
  i can`t vote for  her i`m #frustraded  :@,negative
ran over a worm skating...  poor wormie. but glad to be back.,positive
Playing 'The Simpsons Game' for Nitentdo DS Light *_*,neutral
 soooo over ppl telling me they went to the tonite show!!!  Ive had dreams of meeting him  I`m embarrassd of that a lil LOL,negative
Is sitting in science freezing  four days (:,neutral
  I will. tell him I said happy birthday tomorrow too. is you talking about raymond?,positive
 thanks gail  imma try this one day! looks yummy! geezzz. after my siargao trip nlng pla. heheh.,positive
where u at?,neutral
karma is a **** ! i just got hung up on  lol i`m still a big dawg though,neutral
Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes,negative
I miss my mom..  'May angels lead you in',negative
Just watched the 'Final Break' final prison break episode. It was great. Farewell Prison Break. You will be dearly missed.,neutral
What`s with the gloomy weather? The sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha,neutral
" dont undrstand malaysian busays.just english,tagalog at waray only",neutral
ready with learnin today!!! .. and now its twilight time,neutral
ShoesShoesShoes.YayYayYay.lol.IWouldPostATwitPic.ButIdntKnoHow2,positive
Stu is actually SEVERLY sunburnt....it hurts!!!,negative
 It`s so not like me  I`m in the middle of coordinating a 3-point move: stuff from IL --> old NYC apt + all stuff --> new apt.,neutral
someones dead on army wives. Dad just laughed and Mum got annoyed with him. I wanna watch Britains Got Talent,neutral
 I selected 4 people today out of my list. Out of 300 or so I picked the 4 that made me laugh!,neutral
Guess what happened to my butt yesterday? Yes - Annas finger came for a visit... and I said nothing about it.,neutral
It is hot here in Texas and our ac upstairs is broken so its really hot at my house.,negative
Geography papers are so boring!  I hate revision!,negative
Viviann`s all minee. Yummm,positive
Woke up and there was sun! And then it started to rain,neutral
" ate ****, I refuse to bless her cuz she already clingy",negative
" I got my film developed at asda, half of them are just gray!! And some have a black box on the top half  why?",neutral
 Well it`s nice to `see` you. Have a great day and tweet again soon,positive
"Tired from work. I hate closing, eek. But all smiles today. Aloha Kitchen, yum.",neutral
Blah. Work at job one all day and job two all night.,negative
 And it`s such glorious weather too - poor you,neutral
" Yay! Congratulations, oh newly minted graduate. You`ll have to let me buy you lunch and iced chocolates (PLURAL) to celebrate!",positive
 thats the crazy part - was for 16:30. but reasons include 'full schedule' & 'travelling with his daughter'... So. Not. Cool,negative
just another manic monday.. wish it were sunday.. that`s my fun day  happy monday twitterland,positive
NGH episode 28 is out! check it out!,neutral
"off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection.",negative
@_micster  How the hell does your hair not fall out constantly?,negative
haha @ playing fall out boy in a bar full of older people.  they`s need to be educate.,neutral
"Cant believe Venus lost. A real shame. Smh. I think im getting sick  Had such a **** week, doesnt look like the wknd is gona be better!",negative
Wishing all the Mom`s in the world a VERY HAPPY AND RELAXING MOTHERS DAY. May you get to spend the day with your feet up being pampered,positive
", i missed everyone tonight",negative
"I kind of miss a certain someone already.  and, i never get to see him again.",neutral
 Be my guest !,neutral
"_augustine Yes, it is. Though not in coffee   So what`s your favorite brand?",neutral
"Why does #googledocs do folders, instead of labels like #gmail? I kind of like labels",positive
" I wish I can see that. They have CNN here again, with no volume.",positive
" I`ll have to watch it soon then!  An I love, New York? Sweet! I`ll be on the lookout for that.",positive
" Crab boat? I have my mobile set to go off every night, to remind me to head to bed",neutral
Roxy was right. This palmade stuffs pretty cool,positive
1 more day!,neutral
 Im at work!,neutral
 not good you`re not comin close to where i love on tour,neutral
Screw it I`m going shopping. I`ll be back by like 3 anyway and then I`ll do hard core revision,neutral
wishes her love was coming home,positive
 haha  I need to get in better shape first.. I have cageball on thursdays == me dead on sofa the whole evening,negative
" just nothing perfect in life, darn it!",negative
never does  anything good school and rabbit it my life cycle dunno how to tune a giutar so i am stuffed,negative
"my ipod came back to me after visits to cali, china, and alaska...but its at home and im @ work...",neutral
 dunno. Maybe the flu. I feel a bitbetter now.,positive
 Not a prob hun,positive
_Milano Hey there  Thought i`d tweet you to say Hi..I have so much to write but theres no space in this little box hehe ****,neutral
That mango shake made ALL the difference.  - http://tweet.sg,neutral
